blue_picks,blue_bans,red_picks,red_bans,blue_win,red_win,game_duration,game_version,queue_id,match_id
"['Rumble', 'Kindred', 'Yasuo', 'Irelia', 'Soraka']","['Jax', 'Rengar', 'Gwen', 'Blitzcrank', 'Akali']","['KSante', 'JarvanIV', 'Taliyah', 'Sivir', 'Bard']","['Zaahen', 'Pyke', 'Zed', 'Ambessa', 'Rengar']",True,False,1481,16.3.745.7600,420,NA1_5494586126
"['LeeSin', 'Qiyana', 'Akali', 'Yasuo', 'Sona']","['Riven', 'Aurora', 'Yuumi', 'Rengar']","['Renekton', 'Hecarim', 'Ryze', 'Lucian', 'Nami']","['Nautilus', 'Kled', 'Akshan', 'Orianna', 'Ambessa']",True,False,1686,16.3.745.7600,420,NA1_5495521224
"['Zoe', 'Shaco', 'Yone', 'Jinx', 'Blitzcrank']","['Draven', 'Rengar', 'Mel', 'Renekton']","['Jax', 'Ekko', 'Galio', 'Ashe', 'Lulu']","['Syndra', 'Twitch', 'Bard', 'Riven', 'Pyke']",True,False,912,16.3.745.7600,420,NA1_5495026542
"['Rumble', 'Rengar', 'Galio', 'Yunara', 'Nami']","['Sivir', 'Azir', 'Syndra', 'Renekton', 'Poppy']","['Varus', 'Khazix', 'Mel', 'Jhin', 'Alistar']","['Lux', 'Braum', 'Lee Sin', 'Riven']",False,True,1682,16.3.742.6169,420,NA1_5483915759
"['Rumble', 'Rengar', 'Ahri', 'Senna', 'Rakan']","['Akali', 'Lux', 'Poppy', 'Gangplank', 'Pyke']","['Jayce', 'Rammus', 'TwistedFate', 'Caitlyn', 'Anivia']","['Ambessa', 'Varus', 'Nunu & Willump', 'Katarina']",True,False,1678,16.3.745.7600,420,NA1_5492926317
"['Ambessa', 'Khazix', 'Cassiopeia', 'Senna', 'FiddleSticks']","['Qiyana', 'Draven', 'Milio', 'Akali', 'Azir']","['Malphite', 'Zyra', 'Diana', 'Lux', 'Pyke']","['Akali', 'Sivir', 'Jax', 'Gwen', 'Elise']",True,False,1745,16.3.744.1639,420,NA1_5485027314
"['Udyr', 'Zaahen', 'Cassiopeia', 'Aphelios', 'Lulu']","['Lux', 'Riven', 'Rengar', 'Nunu & Willump', 'Ambessa']","['Rumble', 'Jayce', 'TwistedFate', 'Kalista', 'Renata']","['Pyke', 'Galio', 'Qiyana', 'Taliyah', 'Nunu & Willump']",True,False,1759,16.3.744.1639,420,NA1_5484736698
"['Urgot', 'Khazix', 'Syndra', 'Varus', 'Bard']","['Akali', 'Sona', 'Rumble', 'Nunu & Willump']","['Aatrox', 'Jayce', 'Leblanc', 'Sivir', 'Neeko']","['Ambessa', 'Rengar', 'Riven', 'Lux']",False,True,1795,16.3.744.1639,420,NA1_5484934004
"['Riven', 'Nidalee', 'Syndra', 'Tristana', 'Lulu']","['Shaco', 'Fiddlesticks', 'Ambessa', 'Yasuo', 'Sona']","['Fiora', 'XinZhao', 'Aurora', 'Jinx', 'Thresh']","['Talon', 'Yasuo', 'Twitch', 'Ambessa', 'Lux']",True,False,1726,16.3.745.7600,420,NA1_5492839993
"['Riven', 'JarvanIV', 'Zoe', 'MissFortune', 'Karma']","['Ezreal', 'Jayce', 'Sona', 'Lucian', 'Akshan']","['Renekton', 'Ambessa', 'Viego', 'Lux', 'Morgana']","['Rengar', 'Taliyah', 'Sivir', 'Gwen', 'Jayce']",True,False,2151,16.3.742.6169,420,NA1_5484001581
"['Aatrox', 'Hecarim', 'Ryze', 'Seraphine', 'Lux']","[""Bel'Veth"", 'Sivir', 'Rengar', 'Ambessa']","['Akali', 'Zed', 'Yone', 'Zilean', 'Nautilus']","['Fizz', 'Jax', ""Kha'Zix"", 'Zaahen', 'Sona']",False,True,1785,16.3.744.7656,420,NA1_5487917636
"['Ryze', 'Ambessa', 'Urgot', 'Lux', 'Zoe']","['Blitzcrank', 'Riven', 'Sivir', 'Rengar', 'Rumble']","['KSante', 'DrMundo', 'Akali', 'Ezreal', 'Leona']","['Pyke', 'Qiyana', 'Nunu & Willump', 'Sona', 'Rengar']",True,False,2612,16.3.744.7656,420,NA1_5485761928
"['Camille', 'XinZhao', 'KSante', 'Kaisa', 'Nautilus']","['Master Yi', 'Ambessa', 'Jax', 'Renekton', 'Gwen']","['Jayce', 'Brand', 'Riven', 'Ziggs', 'Sona']","['Ambessa', 'Anivia', 'Sivir', 'Akshan', 'Aurelion Sol']",False,True,1120,16.3.745.7600,420,NA1_5491841944
"['Aurora', 'DrMundo', 'Ryze', 'Jhin', 'Janna']","['Varus', 'Pyke', 'Zed', 'Sivir', 'Riven']","['Jayce', 'Sylas', 'Akshan', 'Draven', 'Blitzcrank']","['Braum', 'Yasuo', 'Lux', 'Rumble']",False,True,1290,16.3.745.7600,420,NA1_5494532146
"['Kennen', 'Graves', 'Anivia', 'Ezreal', 'Sona']","['Riven', 'Syndra', 'Draven', 'Rengar', 'Ambessa']","['Annie', 'Talon', 'Ahri', 'Jinx', 'Bard']","['Twitch', 'Lux', ""Bel'Veth"", 'Riven']",True,False,1323,16.3.744.7656,420,NA1_5486741439
"['Vayne', 'Ambessa', 'Ahri', 'Jhin', 'Neeko']",['Riven'],"['Urgot', 'Jayce', 'Aurora', 'MissFortune', 'Nami']","['Rumble', 'Lucian', 'Ryze', 'Riven']",True,False,1646,16.3.744.7656,420,NA1_5485721349
"['Jax', 'Jayce', 'Katarina', 'Pyke', 'Alistar']","['Sylas', 'Braum', 'Gwen', 'Fiddlesticks', 'Zed']","['Kennen', 'Ambessa', 'Aurora', 'Ezreal', 'Bard']","['Riven', 'Rengar', 'Fiddlesticks', 'Yunara', 'Graves']",True,False,1113,16.4.746.5697,420,NA1_5495859318
"['Jax', 'Qiyana', 'Ryze', 'Corki', 'Nami']","['Nunu & Willump', 'Rengar', 'Kennen', 'Jayce', 'Ambessa']","['Riven', 'Zaahen', 'TwistedFate', 'Lux', 'Zoe']","['Varus', 'Sivir', 'Jayce', 'Sona', 'Poppy']",False,True,1315,16.2.741.3171,420,NA1_5482897421
"['Riven', 'Zaahen', 'Anivia', 'Twitch', 'Bard']","['Gwen', 'Braum', 'Ambessa', 'Syndra', 'Rengar']","['Chogath', 'RekSai', 'Ahri', 'Ziggs', 'Sona']","['Zilean', 'Darius', 'Sivir']",True,False,1921,16.3.745.7600,420,NA1_5489343742
"['Tryndamere', 'Shaco', 'Lux', 'Ziggs', 'Poppy']","['Rumble', 'Zac', 'Jayce', 'Varus', 'Sivir']","['KSante', 'Taliyah', 'Yone', 'Jhin', 'Janna']","['Akali', 'Lucian', 'Sona', 'Rengar', 'Nunu & Willump']",False,True,2074,16.2.741.3171,420,NA1_5482581259
