match_id
NA1_5482508429
NA1_5484921001
NA1_5494476662
NA1_5483231788
NA1_5482502920
NA1_5485664266
NA1_5482822911
NA1_5484891538
NA1_5484702110
NA1_5473272937
NA1_5483686783
NA1_5484047450
NA1_5494524249
NA1_5495342938
NA1_5488180769
NA1_5479773636
NA1_5494429799
NA1_5480590521
NA1_5488094101
NA1_5480632843
NA1_5491796891
NA1_5492259014
NA1_5483528879
NA1_5496114970
NA1_5482527769
NA1_5482723216
NA1_5480593641
NA1_5495300534
NA1_5492691011
NA1_5479570227
NA1_5483145613
NA1_5484947693
NA1_5487487472
NA1_5495871313
NA1_5491157503
NA1_5482516627
NA1_5484938621
NA1_5487832460
NA1_5491958613
NA1_5480424560
NA1_5484972379
NA1_5493547595
NA1_5495970891
NA1_5479520790
NA1_5487087153
NA1_5477049251
NA1_5482860189
NA1_5495825836
NA1_5482554837
NA1_5472436472
NA1_5494454052
NA1_5486679808
NA1_5484831403
NA1_5488213414
NA1_5482491504
NA1_5491558106
NA1_5493583602
NA1_5487389225
NA1_5494586126
NA1_5495521224
NA1_5495026542
NA1_5483915759
NA1_5492926317
NA1_5485027314
NA1_5484736698
NA1_5484934004
NA1_5492839993
NA1_5484001581
NA1_5487917636
NA1_5485761928
NA1_5491841944
NA1_5494532146
NA1_5486741439
NA1_5485721349
NA1_5495859318
NA1_5482897421
NA1_5489343742
NA1_5482581259
NA1_5483803801
NA1_5492179405
NA1_5487124329
NA1_5492818186
NA1_5482933752
NA1_5492633602
NA1_5480363673
NA1_5480711772
NA1_5480538767
NA1_5482541603
NA1_5491737277
NA1_5485625396
NA1_5492964690
NA1_5484200266
NA1_5480428946
NA1_5487445616
NA1_5484091478
NA1_5494402785
NA1_5485780264
NA1_5480471722
NA1_5484611344
NA1_5495943046
NA1_5492697484
NA1_5485545069
NA1_5484762585
NA1_5480522848
NA1_5482677896
NA1_5483088397
NA1_5484868035
NA1_5492621192
NA1_5479605157
NA1_5485587961
NA1_5483953358
NA1_5487348736
NA1_5480680795
NA1_5480610882
NA1_5483721948
NA1_5492659599
NA1_5479651010
NA1_5484670568
NA1_5483490848
NA1_5485525929
NA1_5485687301
NA1_5482478700
NA1_5483078777
NA1_5480503880
NA1_5480451081
NA1_5495918592
NA1_5495436738
NA1_5480651222
NA1_5484914268
NA1_5492782897
NA1_5484186330
NA1_5483777462
NA1_5484963780
NA1_5477002750
NA1_5483911798
NA1_5480486827
NA1_5488069487
NA1_5495847821
NA1_5480579562
NA1_5483503069
NA1_5495474007
NA1_5484802515
NA1_5482654194
NA1_5480556479
NA1_5492625901
NA1_5484077091
NA1_5491865163
NA1_5493008236
NA1_5488137582
NA1_5491507659
NA1_5485571469
NA1_5482702945
NA1_5483250544
NA1_5485488363
NA1_5487850585
NA1_5482994807
NA1_5484883425
NA1_5487893095
NA1_5492765125
NA1_5492609040
NA1_5491468788
NA1_5495896828
NA1_5494505221
NA1_5494453720
NA1_5488296362
NA1_5472459355
NA1_5487543595
NA1_5483551531
NA1_5482537777
NA1_5491827238
NA1_5485457706
NA1_5485732842
NA1_5491812858
NA1_5483858213
NA1_5491781210
NA1_5495386565
NA1_5494556685
NA1_5483999288
NA1_5483041813
NA1_5482563680
NA1_5482958304
